Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;09/01/2023;16:00:00;5.754,526;5.754,526;5.743,093;5.753,437;8.795.490.096,49;152.989
WDOFUT;09/01/2023;15:00:00;5.746,360;5.759,426;5.739,827;5.754,526;14.726.168.520,19;256.072
WDOFUT;09/01/2023;14:00:00;5.759,970;5.766,503;5.745,271;5.746,360;14.986.295.592,57;260.282
WDOFUT;09/01/2023;13:00:00;5.787,191;5.789,913;5.752,348;5.760,515;21.158.078.046,91;366.392
WDOFUT;09/01/2023;12:00:00;5.807,879;5.807,879;5.779,569;5.787,191;19.834.273.428,39;342.250
WDOFUT;09/01/2023;11:00:00;5.792,091;5.807,879;5.782,291;5.807,879;25.962.947.106,71;448.065
WDOFUT;09/01/2023;10:00:00;5.771,947;5.793,724;5.755,615;5.792,091;30.560.779.054,52;529.253
WDOFUT;09/01/2023;09:00:00;5.776,303;5.793,724;5.741,460;5.772,492;32.919.901.189,64;571.319
WDOFUT;06/01/2023;18:00:00;5.719,683;5.726,760;5.710,972;5.726,760;3.548.491.713,17;62.070
WDOFUT;06/01/2023;17:00:00;5.731,116;5.733,294;5.718,050;5.719,683;7.405.734.527,80;129.331
WDOFUT;06/01/2023;16:00:00;5.740,915;5.740,915;5.727,305;5.730,571;8.411.490.206,35;146.676
WDOFUT;06/01/2023;15:00:00;5.747,448;5.749,626;5.727,849;5.740,915;15.835.204.464,56;275.986
WDOFUT;06/01/2023;14:00:00;5.751,259;5.752,348;5.740,915;5.747,448;11.512.649.481,06;200.318
WDOFUT;06/01/2023;13:00:00;5.747,448;5.755,615;5.743,638;5.751,259;11.374.642.017,83;197.821
WDOFUT;06/01/2023;12:00:00;5.791,547;5.791,547;5.742,004;5.747,448;30.375.622.963,86;527.470
WDOFUT;06/01/2023;11:00:00;5.780,658;5.803,524;5.773,036;5.791,547;24.826.256.467,83;429.076
WDOFUT;06/01/2023;10:00:00;5.845,989;5.851,977;5.768,136;5.780,658;49.826.977.863,01;857.264
WDOFUT;06/01/2023;09:00:00;5.868,854;5.877,021;5.838,367;5.846,533;30.090.193.023,25;513.978
WDOFUT;05/01/2023;18:00:00;5.860,688;5.862,866;5.855,788;5.859,055;2.599.908.882,87;44.372
WDOFUT;05/01/2023;17:00:00;5.860,688;5.867,221;5.855,788;5.861,232;7.301.564.651,48;124.567
WDOFUT;05/01/2023;16:00:00;5.874,843;5.875,387;5.857,966;5.860,688;8.639.204.810,78;147.252
WDOFUT;05/01/2023;15:00:00;5.879,198;5.886,276;5.859,055;5.875,387;17.724.162.728,49;301.888
WDOFUT;05/01/2023;14:00:00;5.896,075;5.899,342;5.878,109;5.879,198;12.756.993.106,82;216.597
WDOFUT;05/01/2023;13:00:00;5.913,497;5.914,041;5.884,098;5.895,531;18.058.891.948,51;306.295
WDOFUT;05/01/2023;12:00:00;5.912,408;5.923,296;5.894,442;5.913,497;21.724.029.840,17;367.763
WDOFUT;05/01/2023;11:00:00;5.926,018;5.930,374;5.899,342;5.912,952;24.695.626.628,03;417.368
WDOFUT;05/01/2023;10:00:00;5.894,442;5.928,196;5.887,365;5.926,018;30.264.240.630,43;512.489
WDOFUT;05/01/2023;09:00:00;5.938,540;5.944,529;5.878,109;5.894,442;34.189.643.028,01;579.286
WDOFUT;04/01/2023;18:00:00;5.947,251;5.953,784;5.945,618;5.947,251;1.602.227.653,47;26.930
WDOFUT;04/01/2023;17:00:00;5.968,483;5.974,472;5.942,895;5.947,251;8.973.790.565,09;150.621
WDOFUT;04/01/2023;16:00:00;5.967,394;5.976,105;5.961,406;5.969,028;12.165.510.273,21;203.795
WDOFUT;04/01/2023;15:00:00;5.967,939;5.973,383;5.956,506;5.966,850;11.270.456.658,19;188.922
WDOFUT;04/01/2023;14:00:00;5.960,861;5.981,005;5.952,695;5.967,939;16.528.552.190,15;277.054
WDOFUT;04/01/2023;13:00:00;5.973,927;5.976,105;5.940,173;5.961,406;23.854.655.767,95;400.208
WDOFUT;04/01/2023;12:00:00;5.979,372;5.998,426;5.972,294;5.973,927;26.471.366.946,43;442.370
WDOFUT;04/01/2023;11:00:00;5.954,328;5.983,727;5.950,517;5.978,827;25.280.645.223,56;423.441
WDOFUT;04/01/2023;10:00:00;5.965,217;5.972,839;5.941,807;5.954,328;28.638.259.230,38;480.825
WDOFUT;04/01/2023;09:00:00;5.961,406;5.988,627;5.951,062;5.965,217;34.174.133.317,61;572.194
WDOFUT;03/01/2023;18:00:00;5.982,638;5.998,971;5.977,738;5.993,527;2.975.244.182,78;49.696
WDOFUT;03/01/2023;17:00:00;5.972,294;5.986,994;5.967,394;5.982,638;8.807.355.460,73;147.338
WDOFUT;03/01/2023;16:00:00;5.969,572;5.983,183;5.961,950;5.972,839;12.350.288.459,74;206.831
WDOFUT;03/01/2023;15:00:00;5.955,417;5.975,561;5.946,706;5.969,572;16.429.768.310,54;275.716
WDOFUT;03/01/2023;14:00:00;5.941,807;5.958,139;5.929,285;5.954,873;18.368.629.551,02;309.084
WDOFUT;03/01/2023;13:00:00;5.910,230;5.942,351;5.906,964;5.941,262;19.615.303.324,24;331.101
WDOFUT;03/01/2023;12:00:00;5.884,642;5.929,285;5.883,009;5.910,230;30.816.104.946,81;521.499
WDOFUT;03/01/2023;11:00:00;5.882,465;5.895,531;5.868,854;5.885,187;23.092.732.445,84;392.577
WDOFUT;03/01/2023;10:00:00;5.860,688;5.893,898;5.859,055;5.882,465;29.040.112.387,46;493.894
WDOFUT;03/01/2023;09:00:00;5.904,786;5.921,663;5.847,622;5.861,232;40.474.804.331,40;688.505
WDOFUT;02/01/2023;18:00:00;5.872,121;5.879,743;5.871,576;5.879,743;1.745.761.241,83;29.713
WDOFUT;02/01/2023;17:00:00;5.868,854;5.879,198;5.868,854;5.872,665;4.804.584.834,13;81.776
WDOFUT;02/01/2023;16:00:00;5.869,399;5.878,654;5.866,677;5.869,399;7.201.449.151,71;122.637
WDOFUT;02/01/2023;15:00:00;5.872,121;5.876,476;5.860,688;5.869,399;7.349.403.413,70;125.216
WDOFUT;02/01/2023;14:00:00;5.850,888;5.873,754;5.845,989;5.872,665;8.168.508.430,90;139.446
WDOFUT;02/01/2023;13:00:00;5.849,255;5.850,888;5.836,189;5.850,344;9.044.223.000,67;154.766
WDOFUT;02/01/2023;12:00:00;5.856,877;5.862,866;5.845,444;5.849,255;8.252.535.740,69;140.954
WDOFUT;02/01/2023;11:00:00;5.871,576;5.876,476;5.851,433;5.856,877;15.393.416.841,19;262.468
WDOFUT;02/01/2023;10:00:00;5.861,777;5.874,843;5.842,178;5.872,121;18.811.368.739,96;321.148
WDOFUT;02/01/2023;09:00:00;5.800,257;5.872,665;5.793,180;5.861,232;24.329.380.163,54;416.392
WDOFUT;29/12/2022;18:00:00;5.785,013;5.797,535;5.782,291;5.794,269;2.189.355.682,90;37.811
WDOFUT;29/12/2022;17:00:00;5.782,291;5.789,913;5.779,025;5.784,469;5.168.830.253,42;89.352
WDOFUT;29/12/2022;16:00:00;5.790,458;5.794,269;5.779,569;5.781,747;7.397.174.117,91;127.852
WDOFUT;29/12/2022;15:00:00;5.791,547;5.803,524;5.773,036;5.790,458;16.608.292.416,24;286.910
WDOFUT;29/12/2022;14:00:00;5.757,792;5.812,235;5.753,981;5.792,091;19.374.758.054,26;334.788
WDOFUT;29/12/2022;13:00:00;5.754,526;5.759,426;5.737,649;5.758,337;12.662.277.508,26;220.223
WDOFUT;29/12/2022;12:00:00;5.718,594;5.759,970;5.713,694;5.754,526;16.349.729.986,94;285.112
WDOFUT;29/12/2022;11:00:00;5.695,184;5.723,494;5.693,551;5.718,050;17.577.060.756,97;307.911
WDOFUT;29/12/2022;10:00:00;5.707,161;5.712,606;5.689,195;5.695,184;19.724.232.841,35;345.980
WDOFUT;29/12/2022;09:00:00;5.749,082;5.769,225;5.704,439;5.707,706;25.633.204.387,55;447.009
WDOFUT;28/12/2022;18:00:00;5.762,661;5.774,701;5.757,736;5.768,681;1.510.101.199,85;26.193
WDOFUT;28/12/2022;17:00:00;5.752,810;5.764,850;5.752,263;5.763,208;3.554.672.065,37;61.739
WDOFUT;28/12/2022;16:00:00;5.748,432;5.759,377;5.741,865;5.752,810;8.509.088.183,79;147.967
WDOFUT;28/12/2022;15:00:00;5.732,014;5.750,621;5.722,711;5.747,885;13.202.838.952,14;230.236
WDOFUT;28/12/2022;14:00:00;5.765,945;5.767,039;5.729,278;5.732,014;14.712.688.537,69;255.692
WDOFUT;28/12/2022;13:00:00;5.770,323;5.777,437;5.764,303;5.765,945;8.781.347.974,90;152.198
WDOFUT;28/12/2022;12:00:00;5.765,397;5.785,099;5.761,019;5.770,870;14.965.414.413,05;259.262
WDOFUT;28/12/2022;11:00:00;5.771,417;5.778,532;5.746,790;5.765,397;20.990.241.639,84;364.232
WDOFUT;28/12/2022;10:00:00;5.769,228;5.789,477;5.759,925;5.771,417;23.365.779.391,53;404.683
WDOFUT;28/12/2022;09:00:00;5.764,303;5.775,795;5.751,716;5.769,228;21.316.354.389,86;369.815
WDOFUT;27/12/2022;18:00:00;5.794,402;5.799,875;5.786,193;5.797,138;2.851.142.514,05;49.206
WDOFUT;27/12/2022;17:00:00;5.787,288;5.797,138;5.784,004;5.794,949;5.178.603.950,34;89.456
WDOFUT;27/12/2022;16:00:00;5.775,248;5.794,402;5.773,059;5.787,835;8.261.096.572,48;142.837
WDOFUT;27/12/2022;15:00:00;5.793,855;5.794,402;5.772,512;5.775,795;11.667.510.404,10;201.823
WDOFUT;27/12/2022;14:00:00;5.779,626;5.804,800;5.778,532;5.793,855;12.297.996.301,15;212.374
WDOFUT;27/12/2022;13:00:00;5.791,666;5.795,497;5.774,701;5.779,079;13.937.832.402,57;240.942
WDOFUT;27/12/2022;12:00:00;5.782,910;5.793,308;5.770,870;5.791,666;16.695.398.890,32;288.844
WDOFUT;27/12/2022;11:00:00;5.784,004;5.790,024;5.768,134;5.782,910;23.740.527.845,49;410.713
WDOFUT;27/12/2022;10:00:00;5.773,059;5.796,591;5.761,566;5.784,004;30.540.128.062,00;528.781
WDOFUT;27/12/2022;09:00:00;5.687,686;5.775,795;5.686,044;5.772,512;33.425.369.937,58;581.943
WDOFUT;26/12/2022;18:00:00;5.713,955;5.720,522;5.710,124;5.714,502;1.718.039.553,68;30.067
WDOFUT;26/12/2022;17:00:00;5.701,368;5.714,502;5.699,726;5.713,955;3.374.492.471,37;59.118
WDOFUT;26/12/2022;16:00:00;5.696,442;5.706,840;5.692,612;5.701,915;3.936.628.398,77;69.072
WDOFUT;26/12/2022;15:00:00;5.701,368;5.704,651;5.694,253;5.696,442;4.579.212.950,55;80.346
WDOFUT;26/12/2022;14:00:00;5.696,990;5.709,577;5.695,895;5.701,368;5.941.923.621,27;104.175
WDOFUT;26/12/2022;13:00:00;5.686,592;5.697,537;5.684,950;5.696,990;4.050.738.548,32;71.180
WDOFUT;26/12/2022;12:00:00;5.681,666;5.692,612;5.677,835;5.686,044;4.646.510.881,59;81.723
WDOFUT;26/12/2022;11:00:00;5.676,194;5.689,328;5.674,005;5.681,666;8.356.404.264,72;147.071
WDOFUT;26/12/2022;10:00:00;5.671,816;5.687,139;5.666,343;5.676,194;10.089.210.213,03;177.725
WDOFUT;26/12/2022;09:00:00;5.649,378;5.686,044;5.642,811;5.672,363;13.068.985.827,57;230.430
WDOFUT;23/12/2022;18:00:00;5.653,209;5.664,154;5.636,791;5.649,378;1.929.594.324,79;34.115
WDOFUT;23/12/2022;17:00:00;5.656,492;5.657,040;5.649,378;5.653,209;3.595.513.203,93;63.598
WDOFUT;23/12/2022;16:00:00;5.655,398;5.664,154;5.644,453;5.656,492;7.387.071.154,80;130.640
WDOFUT;23/12/2022;15:00:00;5.643,358;5.663,607;5.642,811;5.655,945;12.260.858.660,08;216.788
WDOFUT;23/12/2022;14:00:00;5.627,487;5.646,094;5.626,393;5.642,811;9.952.455.350,60;176.623
WDOFUT;23/12/2022;13:00:00;5.617,089;5.628,035;5.609,975;5.627,487;9.020.211.886,94;160.565
WDOFUT;23/12/2022;12:00:00;5.638,980;5.640,074;5.605,050;5.617,089;21.016.412.942,54;373.981
WDOFUT;23/12/2022;11:00:00;5.655,398;5.655,945;5.635,696;5.639,527;16.840.145.638,66;298.251
WDOFUT;23/12/2022;10:00:00;5.644,453;5.671,816;5.638,980;5.655,945;23.958.929.429,48;423.563
WDOFUT;23/12/2022;09:00:00;5.667,438;5.672,910;5.626,940;5.644,453;26.844.270.474,27;475.361
WDOFUT;22/12/2022;18:00:00;5.668,532;5.674,005;5.658,134;5.660,870;2.134.581.375,31;37.658
WDOFUT;22/12/2022;17:00:00;5.682,214;5.683,308;5.667,438;5.668,532;6.273.659.278,15;110.554
WDOFUT;22/12/2022;16:00:00;5.687,686;5.687,686;5.671,816;5.681,666;14.805.687.044,66;260.640
WDOFUT;22/12/2022;15:00:00;5.675,099;5.689,328;5.672,363;5.688,233;13.102.912.194,34;230.645
WDOFUT;22/12/2022;14:00:00;5.661,965;5.680,025;5.660,870;5.675,099;11.431.195.027,51;201.605
WDOFUT;22/12/2022;13:00:00;5.674,552;5.676,194;5.654,303;5.661,965;12.908.516.537,10;227.953
WDOFUT;22/12/2022;12:00:00;5.674,552;5.679,477;5.660,323;5.674,005;15.110.396.746,42;266.493
WDOFUT;22/12/2022;11:00:00;5.706,840;5.712,313;5.653,756;5.674,552;32.399.652.396,92;570.770
WDOFUT;22/12/2022;10:00:00;5.695,348;5.725,994;5.686,044;5.707,388;28.892.223.578,50;506.385
WDOFUT;22/12/2022;09:00:00;5.707,935;5.718,333;5.687,686;5.695,348;22.223.031.033,70;389.767
WDOFUT;21/12/2022;18:00:00;5.701,915;5.704,104;5.695,348;5.696,990;1.598.269.989,46;28.039
WDOFUT;21/12/2022;17:00:00;5.702,462;5.711,218;5.695,348;5.701,368;6.479.866.529,72;113.615
WDOFUT;21/12/2022;16:00:00;5.699,179;5.704,651;5.694,801;5.703,010;6.623.112.233,48;116.217
WDOFUT;21/12/2022;15:00:00;5.678,930;5.705,199;5.675,646;5.699,179;15.666.510.014,49;275.227
WDOFUT;21/12/2022;14:00:00;5.695,895;5.695,895;5.671,816;5.678,930;18.353.374.217,66;323.030
WDOFUT;21/12/2022;13:00:00;5.700,273;5.710,671;5.687,686;5.695,895;13.442.919.343,85;235.885
WDOFUT;21/12/2022;12:00:00;5.704,651;5.715,049;5.690,422;5.700,273;17.457.608.304,98;306.147
WDOFUT;21/12/2022;11:00:00;5.699,179;5.722,164;5.697,537;5.704,651;30.938.435.751,65;541.771
WDOFUT;21/12/2022;10:00:00;5.698,631;5.700,273;5.654,851;5.699,179;40.400.163.842,36;712.166
WDOFUT;21/12/2022;09:00:00;5.701,368;5.717,238;5.686,044;5.698,631;30.300.395.925,46;531.519
WDOFUT;20/12/2022;18:00:00;5.706,293;5.711,218;5.699,726;5.701,915;2.361.543.701,39;41.384
WDOFUT;20/12/2022;17:00:00;5.706,840;5.717,238;5.704,651;5.706,293;6.800.089.769,06;119.079
WDOFUT;20/12/2022;16:00:00;5.712,313;5.715,597;5.700,820;5.706,840;9.914.978.079,19;173.693
WDOFUT;20/12/2022;15:00:00;5.723,258;5.724,353;5.699,179;5.712,313;14.652.132.531,44;256.646
WDOFUT;20/12/2022;14:00:00;5.703,557;5.735,845;5.698,084;5.722,711;19.716.255.551,80;344.777
WDOFUT;20/12/2022;13:00:00;5.690,422;5.704,651;5.675,099;5.703,010;21.421.902.013,24;376.487
WDOFUT;20/12/2022;12:00:00;5.717,238;5.723,805;5.679,477;5.690,422;25.007.934.080,17;438.207
WDOFUT;20/12/2022;11:00:00;5.772,512;5.776,890;5.701,915;5.717,238;48.200.129.711,10;839.341
WDOFUT;20/12/2022;10:00:00;5.835,447;5.839,825;5.770,870;5.772,512;40.304.377.832,84;694.978
WDOFUT;20/12/2022;09:00:00;5.809,725;5.838,730;5.802,611;5.835,994;23.418.642.218,01;401.896
WDOFUT;19/12/2022;18:00:00;5.813,009;5.814,104;5.805,347;5.813,556;1.752.160.044,97;30.161
WDOFUT;19/12/2022;17:00:00;5.824,502;5.827,238;5.803,158;5.813,009;10.306.660.629,61;177.245
WDOFUT;19/12/2022;16:00:00;5.820,123;5.832,710;5.811,914;5.824,502;9.034.179.230,90;155.152
WDOFUT;19/12/2022;15:00:00;5.837,089;5.839,278;5.803,158;5.820,123;18.686.585.493,37;321.274
WDOFUT;19/12/2022;14:00:00;5.827,785;5.841,467;5.823,407;5.837,089;12.950.586.933,88;222.055
WDOFUT;19/12/2022;13:00:00;5.817,934;5.829,427;5.815,198;5.827,785;12.141.107.751,99;208.493
WDOFUT;19/12/2022;12:00:00;5.833,258;5.843,656;5.811,914;5.817,934;22.108.554.366,87;379.572
WDOFUT;19/12/2022;11:00:00;5.842,014;5.850,770;5.831,069;5.833,258;20.338.056.254,07;348.196
WDOFUT;19/12/2022;10:00:00;5.828,880;5.845,845;5.822,860;5.842,014;23.598.018.782,74;404.483
WDOFUT;19/12/2022;09:00:00;5.855,695;5.858,979;5.822,860;5.828,880;26.338.893.337,14;450.898
WDOFUT;16/12/2022;18:00:00;5.825,596;5.843,108;5.820,671;5.836,541;3.140.052.641,18;53.879
WDOFUT;16/12/2022;17:00:00;5.809,178;5.826,143;5.805,895;5.825,049;7.426.191.282,59;127.755
WDOFUT;16/12/2022;16:00:00;5.816,293;5.823,407;5.807,536;5.809,725;9.127.926.320,11;156.975
WDOFUT;16/12/2022;15:00:00;5.799,327;5.818,482;5.798,233;5.816,840;12.415.174.287,82;213.807
WDOFUT;16/12/2022;14:00:00;5.787,835;5.804,800;5.784,551;5.798,780;12.056.424.157,35;208.065
WDOFUT;16/12/2022;13:00:00;5.797,138;5.797,138;5.776,890;5.787,835;16.651.021.694,33;287.736
WDOFUT;16/12/2022;12:00:00;5.794,402;5.806,989;5.788,930;5.797,138;15.361.933.286,27;264.957
WDOFUT;16/12/2022;11:00:00;5.801,517;5.806,989;5.786,740;5.794,949;31.227.836.356,21;538.820
WDOFUT;16/12/2022;10:00:00;5.813,556;5.819,576;5.799,875;5.801,517;23.034.975.994,19;396.414
WDOFUT;16/12/2022;09:00:00;5.835,994;5.852,959;5.811,914;5.813,556;28.673.315.739,54;491.522
WDOFUT;15/12/2022;18:00:00;5.835,994;5.839,278;5.822,860;5.834,352;2.297.783.726,78;39.381
WDOFUT;15/12/2022;17:00:00;5.836,541;5.841,467;5.826,691;5.835,994;8.457.517.961,03;144.971
WDOFUT;15/12/2022;16:00:00;5.833,805;5.847,486;5.831,616;5.837,089;9.589.841.167,14;164.204
WDOFUT;15/12/2022;15:00:00;5.831,069;5.839,825;5.823,954;5.834,352;11.656.861.657,85;199.882
WDOFUT;15/12/2022;14:00:00;5.851,317;5.857,884;5.799,327;5.831,069;29.427.015.745,22;505.376
WDOFUT;15/12/2022;13:00:00;5.854,054;5.867,188;5.846,392;5.850,770;15.534.168.792,16;265.200
WDOFUT;15/12/2022;12:00:00;5.835,447;5.872,660;5.834,899;5.853,506;21.400.585.859,14;365.420
WDOFUT;15/12/2022;11:00:00;5.838,730;5.862,263;5.829,427;5.834,899;29.449.519.598,53;503.673
WDOFUT;15/12/2022;10:00:00;5.806,442;5.845,297;5.804,253;5.838,730;33.419.395.968,08;573.629
WDOFUT;15/12/2022;09:00:00;5.852,959;5.853,506;5.803,158;5.806,442;30.169.334.418,84;517.680
WDOFUT;14/12/2022;18:00:00;5.810,273;5.813,009;5.796,591;5.808,631;2.009.259.654,15;34.616
WDOFUT;14/12/2022;17:00:00;5.829,974;5.832,163;5.791,666;5.809,725;16.995.080.678,58;292.517
WDOFUT;14/12/2022;16:00:00;5.826,143;5.863,357;5.817,387;5.830,521;25.057.602.367,59;429.010
WDOFUT;14/12/2022;15:00:00;5.850,770;5.851,317;5.815,745;5.825,596;19.132.385.307,97;328.033
WDOFUT;14/12/2022;14:00:00;5.822,312;5.854,601;5.813,556;5.850,770;19.953.192.890,80;341.852
WDOFUT;14/12/2022;13:00:00;5.845,297;5.857,337;5.812,462;5.822,312;20.587.434.401,02;352.754
WDOFUT;14/12/2022;12:00:00;5.867,188;5.877,586;5.834,352;5.845,297;22.609.521.787,76;385.885
WDOFUT;14/12/2022;11:00:00;5.863,904;5.880,322;5.851,317;5.867,735;27.523.303.966,20;469.263
WDOFUT;14/12/2022;10:00:00;5.861,715;5.878,133;5.846,392;5.863,904;29.393.732.804,44;501.452
WDOFUT;14/12/2022;09:00:00;5.838,730;5.900,024;5.838,730;5.861,715;36.399.541.301,37;619.522
WDOFUT;13/12/2022;18:00:00;5.828,332;5.831,616;5.817,387;5.822,860;2.103.791.050,83;36.114
WDOFUT;13/12/2022;17:00:00;5.833,805;5.841,467;5.824,502;5.828,332;7.665.387.841,91;131.410
WDOFUT;13/12/2022;16:00:00;5.822,312;5.862,263;5.803,706;5.833,805;27.683.297.648,34;474.458
WDOFUT;13/12/2022;15:00:00;5.796,591;5.825,596;5.790,571;5.821,765;13.581.784.582,49;233.929
WDOFUT;13/12/2022;14:00:00;5.789,477;5.816,293;5.780,721;5.796,591;17.606.603.436,94;303.578
WDOFUT;13/12/2022;13:00:00;5.791,666;5.806,442;5.779,626;5.789,477;18.396.117.329,87;317.430
WDOFUT;13/12/2022;12:00:00;5.797,686;5.798,233;5.762,661;5.791,119;25.403.000.423,52;439.610
WDOFUT;13/12/2022;11:00:00;5.794,402;5.817,934;5.776,343;5.797,686;32.702.071.815,82;564.418
WDOFUT;13/12/2022;10:00:00;5.810,820;5.822,860;5.759,377;5.794,402;38.176.419.216,19;659.385
WDOFUT;13/12/2022;09:00:00;5.846,392;5.855,695;5.805,347;5.810,820;33.211.220.858,09;570.014
WDOFUT;12/12/2022;18:00:00;5.816,293;5.855,148;5.815,745;5.854,601;4.761.553.028,00;81.605
WDOFUT;12/12/2022;17:00:00;5.837,636;5.840,372;5.812,462;5.816,293;11.538.598.725,75;198.010
WDOFUT;12/12/2022;16:00:00;5.845,845;5.852,412;5.836,541;5.837,636;9.405.078.681,55;160.905
WDOFUT;12/12/2022;15:00:00;5.852,412;5.858,432;5.843,108;5.846,392;12.978.079.073,50;221.784
WDOFUT;12/12/2022;14:00:00;5.861,715;5.862,810;5.846,392;5.852,412;15.234.869.988,26;260.226
WDOFUT;12/12/2022;13:00:00;5.876,491;5.879,775;5.852,412;5.861,715;16.446.156.343,77;280.228
WDOFUT;12/12/2022;12:00:00;5.852,412;5.880,322;5.845,845;5.876,491;23.157.598.228,83;394.898
WDOFUT;12/12/2022;11:00:00;5.831,069;5.870,471;5.821,218;5.852,959;34.457.721.866,18;589.910
WDOFUT;12/12/2022;10:00:00;5.778,532;5.831,616;5.774,153;5.831,069;31.796.244.691,09;548.003
WDOFUT;12/12/2022;09:00:00;5.759,925;5.788,382;5.750,621;5.779,079;27.260.257.849,10;472.411
WDOFUT;09/12/2022;18:00:00;5.768,681;5.770,870;5.756,094;5.757,188;1.782.845.601,75;30.923
WDOFUT;09/12/2022;17:00:00;5.766,492;5.771,417;5.760,472;5.768,681;5.656.598.400,10;98.094
WDOFUT;09/12/2022;16:00:00;5.770,870;5.772,512;5.757,188;5.767,039;7.441.513.377,25;129.118
WDOFUT;09/12/2022;15:00:00;5.774,701;5.779,079;5.761,566;5.770,870;8.636.463.070,46;149.671
WDOFUT;09/12/2022;14:00:00;5.757,188;5.781,268;5.756,094;5.774,701;9.823.790.503,49;170.258
WDOFUT;09/12/2022;13:00:00;5.746,243;5.758,283;5.741,318;5.757,736;8.185.624.807,59;142.348
WDOFUT;09/12/2022;12:00:00;5.750,621;5.752,810;5.735,298;5.746,243;13.465.647.546,92;234.455
WDOFUT;09/12/2022;11:00:00;5.803,706;5.804,800;5.747,885;5.750,621;25.266.525.742,42;437.379
WDOFUT;09/12/2022;10:00:00;5.757,736;5.808,631;5.752,810;5.803,158;37.047.004.501,14;641.081
WDOFUT;09/12/2022;09:00:00;5.750,621;5.773,606;5.736,940;5.757,736;27.908.617.364,29;484.551
WDOFUT;08/12/2022;18:00:00;5.737,487;5.769,775;5.731,467;5.753,905;4.048.300.734,77;70.420
WDOFUT;08/12/2022;17:00:00;5.735,845;5.744,601;5.731,467;5.737,487;6.904.559.413,66;120.333
WDOFUT;08/12/2022;16:00:00;5.731,467;5.741,865;5.721,069;5.735,845;9.969.554.916,96;173.950
WDOFUT;08/12/2022;15:00:00;5.731,467;5.741,318;5.723,258;5.731,467;10.707.023.433,02;186.760
WDOFUT;08/12/2022;14:00:00;5.718,880;5.738,034;5.709,029;5.731,467;18.562.782.197,80;324.214
WDOFUT;08/12/2022;13:00:00;5.729,825;5.744,054;5.715,049;5.718,880;14.787.956.880,10;258.043
WDOFUT;08/12/2022;12:00:00;5.716,144;5.739,676;5.712,313;5.729,825;17.304.574.768,05;302.263
WDOFUT;08/12/2022;11:00:00;5.729,825;5.738,034;5.714,502;5.716,144;19.335.506.274,23;337.679
WDOFUT;08/12/2022;10:00:00;5.751,716;5.752,810;5.720,522;5.729,825;27.606.085.800,62;481.558
WDOFUT;08/12/2022;09:00:00;5.751,168;5.775,795;5.736,392;5.751,716;28.897.456.922,92;501.873
WDOFUT;07/12/2022;18:00:00;5.735,298;5.736,392;5.721,616;5.724,353;2.381.157.862,06;41.562
WDOFUT;07/12/2022;17:00:00;5.724,900;5.738,581;5.721,616;5.735,845;7.347.121.132,68;128.197
WDOFUT;07/12/2022;16:00:00;5.722,164;5.736,392;5.718,880;5.724,900;10.728.674.500,07;187.331
WDOFUT;07/12/2022;15:00:00;5.724,900;5.725,994;5.700,273;5.722,164;20.925.661.785,79;366.140
WDOFUT;07/12/2022;14:00:00;5.740,771;5.740,771;5.715,597;5.725,447;16.925.224.585,77;295.573
WDOFUT;07/12/2022;13:00:00;5.734,203;5.751,716;5.732,562;5.740,223;14.382.007.491,54;250.383
WDOFUT;07/12/2022;12:00:00;5.731,467;5.758,830;5.731,467;5.734,203;22.261.524.426,96;387.589
WDOFUT;07/12/2022;11:00:00;5.747,885;5.749,527;5.729,825;5.732,014;25.688.879.861,62;447.563
WDOFUT;07/12/2022;10:00:00;5.745,696;5.757,188;5.737,487;5.747,885;30.092.980.063,84;523.517
WDOFUT;07/12/2022;09:00:00;5.791,119;5.804,253;5.743,507;5.745,696;37.736.117.127,93;653.861
WDOFUT;06/12/2022;18:00:00;5.761,019;5.772,512;5.753,905;5.772,512;2.513.492.314,77;43.648
WDOFUT;06/12/2022;17:00:00;5.798,233;5.798,233;5.754,999;5.761,566;10.386.372.366,72;179.713
WDOFUT;06/12/2022;16:00:00;5.783,457;5.800,969;5.777,437;5.797,686;11.881.831.969,39;205.242
WDOFUT;06/12/2022;15:00:00;5.781,268;5.798,233;5.778,532;5.782,910;16.666.846.908,14;287.946
WDOFUT;06/12/2022;14:00:00;5.765,397;5.784,004;5.758,283;5.780,721;13.905.448.239,89;240.962
WDOFUT;06/12/2022;13:00:00;5.756,641;5.766,492;5.747,885;5.765,397;13.208.628.220,96;229.377
WDOFUT;06/12/2022;12:00:00;5.759,925;5.768,134;5.751,716;5.756,641;17.557.090.686,64;304.869
WDOFUT;06/12/2022;11:00:00;5.777,984;5.784,551;5.751,168;5.759,925;28.293.822.371,82;490.266
WDOFUT;06/12/2022;10:00:00;5.753,905;5.792,213;5.741,865;5.778,532;41.913.104.660,45;726.657
WDOFUT;06/12/2022;09:00:00;5.802,064;5.802,611;5.751,716;5.753,358;32.728.771.138,06;567.237
WDOFUT;05/12/2022;18:00:00;5.813,009;5.822,860;5.810,273;5.814,104;2.293.454.769,88;39.433
WDOFUT;05/12/2022;17:00:00;5.814,104;5.817,387;5.806,442;5.813,009;5.985.524.576,43;102.986
