Ativo;Data;Hora;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
WDOFUT;17/11/2023;18:00:00;5.096,720;5.097,757;5.087,390;5.092,055;2.512.608.248,17;49.341
WDOFUT;17/11/2023;17:00:00;5.091,537;5.098,793;5.089,982;5.096,202;6.876.029.842,16;134.979
WDOFUT;17/11/2023;16:00:00;5.086,872;5.092,055;5.084,280;5.091,018;8.432.445.894,30;165.700
WDOFUT;17/11/2023;15:00:00;5.073,914;5.087,390;5.072,877;5.087,390;8.559.303.424,58;168.494
WDOFUT;17/11/2023;14:00:00;5.083,243;5.084,280;5.071,322;5.074,432;11.780.327.578,02;232.033
WDOFUT;17/11/2023;13:00:00;5.078,578;5.088,945;5.077,023;5.083,762;10.511.949.250,29;206.798
WDOFUT;17/11/2023;12:00:00;5.080,652;5.089,982;5.077,023;5.078,578;15.470.012.441,82;304.313
WDOFUT;17/11/2023;11:00:00;5.077,023;5.086,872;5.069,767;5.081,170;21.038.281.752,13;414.245
WDOFUT;17/11/2023;10:00:00;5.053,699;5.083,762;5.046,960;5.077,023;31.455.976.966,18;620.635
WDOFUT;17/11/2023;09:00:00;5.040,222;5.062,510;5.036,076;5.053,180;26.990.688.102,12;534.514
WDOFUT;16/11/2023;18:00:00;5.053,699;5.055,254;5.049,034;5.049,034;1.430.291.831,69;28.305
WDOFUT;16/11/2023;17:00:00;5.056,290;5.058,364;5.052,144;5.054,217;4.205.870.297,63;83.190
WDOFUT;16/11/2023;16:00:00;5.052,662;5.056,809;5.051,107;5.055,772;7.003.196.897,23;138.574
WDOFUT;16/11/2023;15:00:00;5.051,625;5.053,180;5.042,814;5.052,662;11.164.138.776,69;221.191
WDOFUT;16/11/2023;14:00:00;5.067,175;5.068,730;5.049,034;5.051,107;11.882.991.025,93;235.002
WDOFUT;16/11/2023;13:00:00;5.038,667;5.074,432;5.038,667;5.067,175;19.189.805.521,67;379.206
WDOFUT;16/11/2023;12:00:00;5.038,667;5.046,960;5.033,484;5.039,186;13.490.900.888,40;267.674
WDOFUT;16/11/2023;11:00:00;5.028,301;5.046,960;5.027,782;5.038,667;24.644.548.492,39;489.096
WDOFUT;16/11/2023;10:00:00;5.047,997;5.049,034;5.022,599;5.028,301;23.096.649.265,04;458.729
WDOFUT;16/11/2023;09:00:00;5.050,070;5.053,699;5.031,929;5.047,997;21.823.442.612,82;432.662
WDOFUT;14/11/2023;18:00:00;5.052,144;5.055,772;5.051,107;5.054,735;2.107.918.328,99;41.713
WDOFUT;14/11/2023;17:00:00;5.048,515;5.053,699;5.046,442;5.052,144;7.349.226.192,68;145.534
WDOFUT;14/11/2023;16:00:00;5.050,589;5.055,254;5.045,924;5.047,997;6.791.385.551,37;134.482
WDOFUT;14/11/2023;15:00:00;5.055,254;5.055,772;5.047,479;5.050,070;6.796.483.717,44;134.554
WDOFUT;14/11/2023;14:00:00;5.053,699;5.057,845;5.052,662;5.055,772;7.942.685.224,72;157.123
WDOFUT;14/11/2023;13:00:00;5.054,735;5.057,327;5.046,960;5.053,699;10.191.330.594,67;201.727
WDOFUT;14/11/2023;12:00:00;5.042,295;5.063,029;5.040,741;5.054,735;18.691.316.943,37;370.096
WDOFUT;14/11/2023;11:00:00;5.047,997;5.052,662;5.035,039;5.042,295;25.991.528.177,90;515.526
WDOFUT;14/11/2023;10:00:00;5.085,317;5.085,317;5.034,521;5.047,479;38.616.095.899,12;764.095
WDOFUT;14/11/2023;09:00:00;5.087,908;5.096,202;5.082,207;5.085,317;15.763.385.809,49;309.726
WDOFUT;13/11/2023;18:00:00;5.100,348;5.100,867;5.097,238;5.097,757;1.408.362.355,77;27.621
WDOFUT;13/11/2023;17:00:00;5.097,757;5.102,422;5.096,720;5.100,348;4.677.290.534,80;91.720
WDOFUT;13/11/2023;16:00:00;5.099,830;5.099,830;5.096,720;5.097,757;5.478.826.260,47;107.457
WDOFUT;13/11/2023;15:00:00;5.104,495;5.107,086;5.095,683;5.099,830;8.367.703.556,25;164.066
WDOFUT;13/11/2023;14:00:00;5.100,867;5.107,086;5.099,312;5.104,495;8.459.290.369,52;165.745
WDOFUT;13/11/2023;13:00:00;5.105,013;5.106,050;5.096,720;5.100,867;15.992.943.277,97;313.523
WDOFUT;13/11/2023;12:00:00;5.121,600;5.122,118;5.103,458;5.104,495;15.658.241.544,95;306.266
WDOFUT;13/11/2023;11:00:00;5.128,338;5.130,930;5.120,045;5.121,600;15.496.118.512,06;302.295
WDOFUT;13/11/2023;10:00:00;5.117,971;5.134,040;5.115,380;5.128,338;21.134.048.948,69;412.346
WDOFUT;13/11/2023;09:00:00;5.100,348;5.119,008;5.097,757;5.118,490;17.326.612.842,83;339.160
WDOFUT;10/11/2023;18:00:00;5.099,830;5.100,348;5.092,055;5.093,092;2.133.442.617,42;41.855
WDOFUT;10/11/2023;17:00:00;5.105,013;5.106,568;5.098,793;5.100,348;4.388.549.973,08;86.001
WDOFUT;10/11/2023;16:00:00;5.107,605;5.107,605;5.098,793;5.105,013;5.216.057.869,28;102.223
WDOFUT;10/11/2023;15:00:00;5.098,275;5.108,123;5.095,683;5.107,605;7.737.303.686,77;151.619
WDOFUT;10/11/2023;14:00:00;5.097,757;5.102,422;5.094,647;5.098,275;8.704.702.182,37;170.731
WDOFUT;10/11/2023;13:00:00;5.109,678;5.110,196;5.097,238;5.097,757;12.126.286.961,38;237.567
WDOFUT;10/11/2023;12:00:00;5.116,935;5.124,191;5.107,605;5.109,160;17.845.116.960,27;348.744
WDOFUT;10/11/2023;11:00:00;5.108,123;5.121,081;5.107,605;5.117,971;15.947.396.079,76;311.804
WDOFUT;10/11/2023;10:00:00;5.117,453;5.120,563;5.105,013;5.108,123;20.763.020.187,53;406.195
WDOFUT;10/11/2023;09:00:00;5.126,265;5.148,034;5.116,416;5.117,453;23.696.049.145,38;461.940
WDOFUT;09/11/2023;18:00:00;5.134,040;5.137,150;5.125,746;5.128,338;1.772.202.357,51;34.527
WDOFUT;09/11/2023;17:00:00;5.133,521;5.136,113;5.124,191;5.134,040;10.187.662.184,75;198.531
WDOFUT;09/11/2023;16:00:00;5.116,416;5.141,296;5.115,380;5.133,521;20.793.297.093,45;405.505
WDOFUT;09/11/2023;15:00:00;5.104,495;5.127,820;5.102,422;5.116,416;22.866.256.832,23;446.874
WDOFUT;09/11/2023;14:00:00;5.098,275;5.109,160;5.094,647;5.103,977;10.278.938.638,73;201.430
WDOFUT;09/11/2023;13:00:00;5.087,390;5.099,312;5.085,835;5.097,757;9.212.188.941,19;180.879
WDOFUT;09/11/2023;12:00:00;5.088,945;5.097,757;5.086,872;5.086,872;11.873.381.052,42;233.156
WDOFUT;09/11/2023;11:00:00;5.096,720;5.099,312;5.084,280;5.088,945;17.323.931.956,74;340.253
WDOFUT;09/11/2023;10:00:00;5.099,312;5.104,495;5.085,835;5.096,720;23.139.898.834,12;454.241
WDOFUT;09/11/2023;09:00:00;5.101,903;5.108,123;5.093,610;5.099,312;18.063.524.217,45;354.149
WDOFUT;08/11/2023;18:00:00;5.102,422;5.104,495;5.099,830;5.102,940;2.099.586.293,34;41.160
WDOFUT;08/11/2023;17:00:00;5.099,830;5.104,495;5.098,275;5.102,422;5.511.503.808,04;108.039
WDOFUT;08/11/2023;16:00:00;5.098,793;5.101,903;5.094,128;5.099,830;6.542.650.540,28;128.336
WDOFUT;08/11/2023;15:00:00;5.099,312;5.110,196;5.092,573;5.098,793;19.163.516.118,80;375.751
WDOFUT;08/11/2023;14:00:00;5.082,725;5.103,977;5.081,688;5.099,830;17.141.981.848,78;336.498
WDOFUT;08/11/2023;13:00:00;5.075,987;5.083,243;5.074,950;5.082,207;10.734.636.274,98;211.333
WDOFUT;08/11/2023;12:00:00;5.066,657;5.077,023;5.066,657;5.076,505;14.496.775.006,40;285.803
WDOFUT;08/11/2023;11:00:00;5.078,578;5.081,170;5.061,992;5.067,175;19.432.010.231,40;383.223
WDOFUT;08/11/2023;10:00:00;5.076,505;5.086,872;5.072,359;5.078,060;18.080.698.955,93;355.916
WDOFUT;08/11/2023;09:00:00;5.080,133;5.094,128;5.076,505;5.077,023;21.436.145.643,06;421.717
WDOFUT;07/11/2023;18:00:00;5.071,322;5.072,359;5.063,029;5.064,065;2.041.880.694,26;40.287
WDOFUT;07/11/2023;17:00:00;5.065,102;5.072,877;5.064,584;5.071,322;8.650.798.058,39;170.674
WDOFUT;07/11/2023;16:00:00;5.059,919;5.065,620;5.057,327;5.064,584;7.508.939.124,43;148.364
WDOFUT;07/11/2023;15:00:00;5.065,620;5.066,139;5.055,254;5.059,400;11.287.150.276,39;223.115
WDOFUT;07/11/2023;14:00:00;5.060,437;5.069,249;5.059,400;5.065,102;12.064.505.266,63;238.218
WDOFUT;07/11/2023;13:00:00;5.060,437;5.061,474;5.053,699;5.060,437;8.972.967.681,19;177.389
WDOFUT;07/11/2023;12:00:00;5.059,400;5.066,139;5.056,809;5.060,955;16.762.385.160,86;331.243
WDOFUT;07/11/2023;11:00:00;5.052,144;5.067,175;5.051,107;5.059,400;21.536.857.860,48;425.579
WDOFUT;07/11/2023;10:00:00;5.064,065;5.066,657;5.050,070;5.051,625;24.327.562.492,41;481.044
WDOFUT;07/11/2023;09:00:00;5.099,312;5.103,458;5.059,919;5.064,584;32.883.806.874,29;648.296
WDOFUT;06/11/2023;18:00:00;5.081,688;5.084,798;5.074,950;5.080,133;1.519.718.647,49;29.917
WDOFUT;06/11/2023;17:00:00;5.081,170;5.085,835;5.080,652;5.082,207;5.036.336.965,97;99.085
WDOFUT;06/11/2023;16:00:00;5.085,835;5.088,427;5.078,578;5.080,652;7.300.680.326,61;143.610
WDOFUT;06/11/2023;15:00:00;5.085,317;5.091,537;5.081,688;5.085,835;10.789.568.471,59;212.104
WDOFUT;06/11/2023;14:00:00;5.086,872;5.092,055;5.084,280;5.085,317;7.889.994.983,63;155.060
WDOFUT;06/11/2023;13:00:00;5.085,835;5.096,720;5.081,688;5.086,872;11.833.427.013,22;232.518
WDOFUT;06/11/2023;12:00:00;5.100,867;5.105,532;5.085,317;5.085,835;16.384.696.941,35;321.498
WDOFUT;06/11/2023;11:00:00;5.101,903;5.104,495;5.087,390;5.100,867;19.297.959.836,54;378.719
WDOFUT;06/11/2023;10:00:00;5.094,128;5.107,086;5.088,427;5.101,903;20.071.221.667,74;393.517
WDOFUT;06/11/2023;09:00:00;5.088,945;5.096,720;5.082,725;5.094,128;18.541.804.448,92;364.252
WDOFUT;03/11/2023;17:00:00;5.093,092;5.100,348;5.090,500;5.098,275;5.696.630.774,67;111.804
WDOFUT;03/11/2023;16:00:00;5.090,500;5.097,757;5.090,500;5.093,092;4.951.149.425,89;97.185
WDOFUT;03/11/2023;15:00:00;5.087,908;5.094,647;5.086,872;5.090,500;6.732.890.471,25;132.248
WDOFUT;03/11/2023;14:00:00;5.084,280;5.098,793;5.081,688;5.087,908;10.509.603.820,94;206.421
WDOFUT;03/11/2023;13:00:00;5.084,280;5.087,390;5.075,987;5.084,798;9.861.704.055,42;194.053
WDOFUT;03/11/2023;12:00:00;5.088,427;5.089,463;5.083,762;5.084,798;9.578.487.004,96;188.308
WDOFUT;03/11/2023;11:00:00;5.083,762;5.096,202;5.074,950;5.088,427;23.982.854.762,50;471.333
WDOFUT;03/11/2023;10:00:00;5.090,500;5.103,977;5.075,987;5.083,762;27.101.039.806,66;532.344
WDOFUT;03/11/2023;09:00:00;5.133,003;5.133,003;5.071,322;5.090,500;43.628.446.202,06;855.567
WDOFUT;01/11/2023;17:00:00;5.172,396;5.173,951;5.151,663;5.153,218;11.809.112.880,88;228.742
WDOFUT;01/11/2023;16:00:00;5.177,579;5.178,616;5.167,731;5.172,914;16.380.123.038,21;316.587
WDOFUT;01/11/2023;15:00:00;5.200,386;5.203,496;5.173,432;5.177,061;33.170.521.374,51;639.107
WDOFUT;01/11/2023;14:00:00;5.213,344;5.215,935;5.193,647;5.200,386;16.004.206.116,77;307.573
WDOFUT;01/11/2023;13:00:00;5.218,009;5.222,674;5.211,789;5.213,344;12.171.806.076,58;233.248
WDOFUT;01/11/2023;12:00:00;5.214,899;5.226,820;5.211,789;5.217,490;14.595.567.201,88;279.690
WDOFUT;01/11/2023;11:00:00;5.223,192;5.223,710;5.207,124;5.214,380;29.045.537.976,38;557.002
WDOFUT;01/11/2023;10:00:00;5.238,224;5.242,888;5.215,935;5.223,192;26.764.929.657,05;512.007
WDOFUT;01/11/2023;09:00:00;5.239,260;5.249,627;5.221,119;5.237,705;35.055.144.939,14;669.846
WDOFUT;31/10/2023;17:00:00;5.244,443;5.246,517;5.238,742;5.239,778;4.771.368.795,63;91.006
WDOFUT;31/10/2023;16:00:00;5.241,852;5.245,998;5.235,632;5.244,443;9.240.672.488,99;176.309
WDOFUT;31/10/2023;15:00:00;5.245,480;5.251,182;5.239,778;5.241,852;10.136.440.408,55;193.228
WDOFUT;31/10/2023;14:00:00;5.256,883;5.256,883;5.240,297;5.245,480;12.355.321.141,39;235.525
WDOFUT;31/10/2023;13:00:00;5.247,035;5.261,030;5.244,443;5.256,883;17.197.280.389,30;327.376
WDOFUT;31/10/2023;12:00:00;5.262,067;5.262,585;5.240,815;5.247,035;21.617.112.612,24;411.478
WDOFUT;31/10/2023;11:00:00;5.264,658;5.271,396;5.245,998;5.261,548;27.378.149.988,32;520.702
WDOFUT;31/10/2023;10:00:00;5.248,590;5.275,543;5.247,553;5.264,658;37.247.995.402,04;707.719
WDOFUT;31/10/2023;09:00:00;5.229,930;5.248,590;5.211,789;5.248,072;37.809.909.853,21;722.844
WDOFUT;30/10/2023;17:00:00;5.248,066;5.250,145;5.237,669;5.250,145;5.270.759.402,97;100.531
WDOFUT;30/10/2023;16:00:00;5.252,744;5.252,744;5.237,669;5.248,586;12.543.308.398,96;239.202
WDOFUT;30/10/2023;15:00:00;5.248,586;5.257,422;5.241,308;5.252,744;11.130.390.694,82;211.984
WDOFUT;30/10/2023;14:00:00;5.254,304;5.254,823;5.242,348;5.249,105;13.221.493.275,84;251.920
WDOFUT;30/10/2023;13:00:00;5.240,269;5.261,061;5.234,031;5.254,304;18.485.799.304,49;352.297
WDOFUT;30/10/2023;12:00:00;5.203,362;5.249,625;5.187,247;5.239,749;38.382.441.253,07;735.393
WDOFUT;30/10/2023;11:00:00;5.184,128;5.232,471;5.181,529;5.203,362;39.845.622.130,48;765.578
WDOFUT;30/10/2023;10:00:00;5.191,406;5.193,485;5.174,252;5.184,648;22.454.387.812,44;433.136
WDOFUT;30/10/2023;09:00:00;5.192,965;5.203,881;5.170,093;5.191,406;33.330.873.565,63;642.227
WDOFUT;27/10/2023;17:00:00;5.212,718;5.219,996;5.212,198;5.217,397;6.142.662.582,72;117.765
WDOFUT;27/10/2023;16:00:00;5.214,278;5.220,516;5.208,560;5.212,718;10.520.989.590,02;201.769
WDOFUT;27/10/2023;15:00:00;5.201,282;5.218,956;5.200,243;5.214,278;20.407.571.291,30;391.734
WDOFUT;27/10/2023;14:00:00;5.169,574;5.202,842;5.163,856;5.201,282;30.962.497.460,23;597.220
WDOFUT;27/10/2023;13:00:00;5.144,622;5.179,450;5.140,984;5.169,054;23.042.680.132,09;446.936
WDOFUT;27/10/2023;12:00:00;5.147,741;5.150,340;5.144,103;5.144,622;14.850.740.477,58;288.543
WDOFUT;27/10/2023;11:00:00;5.138,904;5.149,301;5.134,746;5.147,741;24.000.535.286,94;466.717
WDOFUT;27/10/2023;10:00:00;5.157,098;5.157,098;5.127,988;5.138,385;40.648.479.758,64;790.886
WDOFUT;27/10/2023;09:00:00;5.187,767;5.191,406;5.151,900;5.157,098;37.672.377.677,40;728.918
WDOFUT;26/10/2023;17:00:00;5.191,406;5.191,926;5.187,767;5.187,767;8.181.950.910,48;157.678
WDOFUT;26/10/2023;16:00:00;5.194,005;5.196,084;5.188,287;5.191,406;10.140.137.981,31;195.273
WDOFUT;26/10/2023;15:00:00;5.197,644;5.199,723;5.191,926;5.194,005;10.642.336.915,02;204.809
WDOFUT;26/10/2023;14:00:00;5.205,441;5.207,520;5.192,445;5.198,163;18.523.263.284,31;356.189
WDOFUT;26/10/2023;13:00:00;5.207,520;5.215,317;5.201,282;5.205,441;15.092.101.096,91;289.827
WDOFUT;26/10/2023;12:00:00;5.204,401;5.212,198;5.201,282;5.207,520;15.424.047.562,93;296.254
WDOFUT;26/10/2023;11:00:00;5.207,520;5.221,555;5.195,564;5.204,401;30.836.578.355,71;591.948
WDOFUT;26/10/2023;10:00:00;5.192,445;5.211,159;5.191,926;5.207,000;29.926.395.521,13;575.189
WDOFUT;26/10/2023;09:00:00;5.203,881;5.217,397;5.189,846;5.192,445;33.176.526.240,81;637.997
WDOFUT;25/10/2023;17:00:00;5.201,802;5.202,842;5.195,045;5.196,084;4.828.698.448,03;92.866
WDOFUT;25/10/2023;16:00:00;5.208,560;5.209,599;5.198,163;5.201,802;8.451.128.222,57;162.444
WDOFUT;25/10/2023;15:00:00;5.205,961;5.211,679;5.202,322;5.208,560;10.549.904.025,72;202.626
WDOFUT;25/10/2023;14:00:00;5.202,322;5.212,198;5.196,604;5.205,961;17.759.317.298,50;341.172
WDOFUT;25/10/2023;13:00:00;5.200,243;5.207,520;5.196,604;5.202,842;11.357.217.108,91;218.373
WDOFUT;25/10/2023;12:00:00;5.202,842;5.202,842;5.191,406;5.200,243;18.112.849.709,88;348.589
WDOFUT;25/10/2023;11:00:00;5.201,282;5.222,075;5.198,163;5.202,842;30.732.856.750,08;589.966
WDOFUT;25/10/2023;10:00:00;5.197,124;5.205,961;5.187,767;5.201,282;27.853.068.709,67;536.030
WDOFUT;25/10/2023;09:00:00;5.200,243;5.207,000;5.187,767;5.197,644;29.161.540.553,27;561.189
WDOFUT;24/10/2023;17:00:00;5.196,084;5.197,644;5.192,965;5.196,604;6.916.056.734,76;133.107
WDOFUT;24/10/2023;16:00:00;5.203,881;5.204,921;5.191,926;5.196,084;10.288.499.948,44;197.911
WDOFUT;24/10/2023;15:00:00;5.205,961;5.211,159;5.199,723;5.203,881;11.240.076.288,49;215.956
WDOFUT;24/10/2023;14:00:00;5.207,000;5.210,639;5.199,203;5.205,961;14.865.626.936,37;285.639
WDOFUT;24/10/2023;13:00:00;5.202,322;5.212,198;5.201,282;5.206,480;13.678.185.412,98;262.721
WDOFUT;24/10/2023;12:00:00;5.197,644;5.209,599;5.195,564;5.202,322;17.542.666.954,66;337.241
WDOFUT;24/10/2023;11:00:00;5.206,480;5.212,718;5.191,926;5.198,163;32.782.324.199,41;630.408
WDOFUT;24/10/2023;10:00:00;5.222,075;5.232,991;5.204,921;5.205,961;39.135.499.321,74;750.019
WDOFUT;24/10/2023;09:00:00;5.219,996;5.235,070;5.210,639;5.222,075;31.448.966.325,21;602.486
WDOFUT;23/10/2023;17:00:00;5.221,035;5.226,233;5.214,798;5.219,996;7.112.537.643,16;136.235
WDOFUT;23/10/2023;16:00:00;5.218,956;5.227,793;5.214,798;5.221,035;13.453.400.723,12;257.638
WDOFUT;23/10/2023;15:00:00;5.216,357;5.226,233;5.215,317;5.218,956;13.660.431.683,63;261.683
WDOFUT;23/10/2023;14:00:00;5.201,802;5.218,436;5.201,282;5.216,877;16.563.618.310,58;317.988
WDOFUT;23/10/2023;13:00:00;5.211,679;5.217,397;5.200,243;5.201,802;12.729.663.222,65;244.311
WDOFUT;23/10/2023;12:00:00;5.214,278;5.218,956;5.203,881;5.211,679;18.672.961.039,09;358.295
WDOFUT;23/10/2023;11:00:00;5.224,154;5.228,313;5.210,119;5.214,798;29.013.772.985,73;556.074
WDOFUT;23/10/2023;10:00:00;5.235,590;5.247,026;5.223,634;5.223,634;33.466.404.365,40;639.298
WDOFUT;23/10/2023;09:00:00;5.255,343;5.261,061;5.232,991;5.235,070;34.472.946.272,50;657.186
WDOFUT;20/10/2023;17:00:00;5.239,229;5.251,704;5.237,669;5.239,749;7.088.797.558,08;135.155
WDOFUT;20/10/2023;16:00:00;5.240,788;5.245,467;5.236,630;5.239,229;9.512.689.575,69;181.512
WDOFUT;20/10/2023;15:00:00;5.238,709;5.246,506;5.232,471;5.241,308;13.382.409.571,74;255.335
WDOFUT;20/10/2023;14:00:00;5.245,987;5.253,784;5.232,991;5.238,189;18.699.122.776,96;356.673
WDOFUT;20/10/2023;13:00:00;5.242,868;5.255,343;5.242,348;5.245,987;10.716.342.995,98;204.126
WDOFUT;20/10/2023;12:00:00;5.258,462;5.258,982;5.240,788;5.242,868;15.387.346.569,53;293.147
WDOFUT;20/10/2023;11:00:00;5.260,022;5.268,858;5.244,947;5.258,462;27.055.796.726,41;514.566
WDOFUT;20/10/2023;10:00:00;5.287,052;5.287,052;5.255,343;5.260,022;34.213.027.456,05;649.185
WDOFUT;20/10/2023;09:00:00;5.267,299;5.309,404;5.262,621;5.286,532;39.432.421.118,89;745.599
WDOFUT;19/10/2023;17:00:00;5.263,140;5.277,695;5.262,621;5.276,656;6.872.157.355,86;130.461
WDOFUT;19/10/2023;16:00:00;5.263,660;5.264,180;5.256,383;5.263,140;10.357.804.883,18;196.912
WDOFUT;19/10/2023;15:00:00;5.239,749;5.264,700;5.234,031;5.263,140;20.657.551.879,48;393.553
WDOFUT;19/10/2023;14:00:00;5.240,788;5.245,467;5.229,352;5.239,749;20.281.133.555,62;387.177
WDOFUT;19/10/2023;13:00:00;5.253,784;5.263,140;5.228,313;5.241,308;41.374.291.773,35;788.615
WDOFUT;19/10/2023;12:00:00;5.269,378;5.270,418;5.247,546;5.253,784;20.291.932.662,14;385.972
WDOFUT;19/10/2023;11:00:00;5.273,017;5.276,136;5.262,621;5.268,858;25.683.293.240,54;487.365
WDOFUT;19/10/2023;10:00:00;5.270,418;5.281,334;5.267,819;5.273,017;26.372.916.842,35;499.994
WDOFUT;19/10/2023;09:00:00;5.288,611;5.295,369;5.261,061;5.270,938;33.236.277.590,58;630.378
WDOFUT;18/10/2023;17:00:00;5.264,180;5.274,057;5.263,140;5.270,938;5.918.709.209,15;112.364
WDOFUT;18/10/2023;16:00:00;5.261,581;5.270,418;5.260,541;5.264,700;11.870.501.827,85;225.438
WDOFUT;18/10/2023;15:00:00;5.253,264;5.263,140;5.250,665;5.261,581;11.411.941.158,89;217.087
WDOFUT;18/10/2023;14:00:00;5.270,418;5.273,017;5.247,026;5.253,784;24.504.188.339,29;466.095
WDOFUT;18/10/2023;13:00:00;5.274,576;5.283,413;5.267,819;5.270,418;13.569.698.105,14;257.247
WDOFUT;18/10/2023;12:00:00;5.280,814;5.286,532;5.268,858;5.274,057;19.120.284.848,59;362.342
WDOFUT;18/10/2023;11:00:00;5.264,700;5.284,453;5.256,383;5.280,294;30.820.189.502,93;584.851
WDOFUT;18/10/2023;10:00:00;5.242,348;5.267,299;5.240,788;5.264,700;28.137.324.563,08;535.623
WDOFUT;18/10/2023;09:00:00;5.265,740;5.265,740;5.237,669;5.241,828;26.399.536.429,26;503.163
WDOFUT;17/10/2023;17:00:00;5.244,947;5.252,744;5.244,427;5.252,744;6.015.459.167,96;114.636
WDOFUT;17/10/2023;16:00:00;5.252,224;5.254,304;5.239,229;5.245,467;11.709.967.919,24;223.229
WDOFUT;17/10/2023;15:00:00;5.248,066;5.257,422;5.245,467;5.252,224;17.090.919.835,58;325.454
WDOFUT;17/10/2023;14:00:00;5.228,833;5.249,105;5.226,753;5.248,066;15.031.847.781,30;286.993
WDOFUT;17/10/2023;13:00:00;5.226,753;5.229,872;5.218,956;5.228,833;13.337.401.674,10;255.323
WDOFUT;17/10/2023;12:00:00;5.234,031;5.238,189;5.222,075;5.226,233;21.841.074.491,88;417.617
WDOFUT;17/10/2023;11:00:00;5.270,418;5.272,497;5.231,432;5.233,511;32.635.947.837,13;621.700
WDOFUT;17/10/2023;10:00:00;5.273,537;5.277,695;5.267,299;5.270,418;25.347.607.896,72;480.773
WDOFUT;17/10/2023;09:00:00;5.260,541;5.274,576;5.237,150;5.274,057;38.359.315.003,51;729.281
WDOFUT;16/10/2023;17:00:00;5.247,546;5.255,343;5.244,427;5.252,224;7.228.644.590,46;137.732
WDOFUT;16/10/2023;16:00:00;5.250,665;5.255,343;5.244,947;5.247,546;11.416.755.063,67;217.379
WDOFUT;16/10/2023;15:00:00;5.260,541;5.263,140;5.247,546;5.250,665;13.905.777.464,55;264.623
WDOFUT;16/10/2023;14:00:00;5.268,339;5.275,616;5.260,022;5.260,541;11.390.676.075,36;216.193
WDOFUT;16/10/2023;13:00:00;5.270,418;5.275,616;5.267,819;5.268,339;7.015.939.075,66;133.083
WDOFUT;16/10/2023;12:00:00;5.266,259;5.273,537;5.264,180;5.270,938;11.098.220.046,39;210.644
WDOFUT;16/10/2023;11:00:00;5.281,334;5.282,374;5.261,061;5.266,779;17.836.120.708,72;338.483
WDOFUT;16/10/2023;10:00:00;5.281,334;5.284,973;5.269,898;5.281,334;22.474.328.258,39;425.844
WDOFUT;16/10/2023;09:00:00;5.266,779;5.285,493;5.263,660;5.281,334;26.770.052.165,78;507.334
WDOFUT;13/10/2023;17:00:00;5.303,686;5.304,726;5.288,611;5.294,849;5.217.986.748,73;98.469
WDOFUT;13/10/2023;16:00:00;5.313,563;5.313,563;5.302,646;5.304,206;9.508.113.481,69;179.133
WDOFUT;13/10/2023;15:00:00;5.305,765;5.318,761;5.303,166;5.313,043;14.289.768.296,12;269.048
WDOFUT;13/10/2023;14:00:00;5.288,092;5.307,325;5.286,532;5.305,765;15.082.118.653,06;284.583
WDOFUT;13/10/2023;13:00:00;5.290,171;5.291,211;5.283,413;5.288,092;9.162.882.745,20;173.308
WDOFUT;13/10/2023;12:00:00;5.280,294;5.297,448;5.279,255;5.289,651;16.891.269.820,07;319.275
WDOFUT;13/10/2023;11:00:00;5.262,621;5.284,973;5.262,621;5.280,294;24.205.037.720,41;458.879
WDOFUT;13/10/2023;10:00:00;5.266,259;5.278,735;5.258,982;5.262,101;25.130.759.793,95;476.966
WDOFUT;13/10/2023;09:00:00;5.281,854;5.289,651;5.261,581;5.265,740;30.870.361.942,27;585.236
WDOFUT;11/10/2023;17:00:00;5.266,259;5.271,977;5.260,541;5.264,180;5.778.560.943,20;109.737
WDOFUT;11/10/2023;16:00:00;5.274,576;5.275,096;5.263,660;5.266,259;8.425.632.977,61;159.936
WDOFUT;11/10/2023;15:00:00;5.277,695;5.279,255;5.264,180;5.274,576;13.663.546.974,15;259.148
WDOFUT;11/10/2023;14:00:00;5.278,215;5.288,092;5.273,017;5.277,695;13.286.919.574,97;251.611
WDOFUT;11/10/2023;13:00:00;5.267,299;5.283,933;5.266,259;5.278,215;15.285.255.924,06;289.816
WDOFUT;11/10/2023;12:00:00;5.266,779;5.272,497;5.261,061;5.267,299;14.690.836.019,78;278.945
WDOFUT;11/10/2023;11:00:00;5.270,418;5.278,215;5.262,621;5.267,299;24.996.341.671,46;474.281
WDOFUT;11/10/2023;10:00:00;5.245,467;5.274,576;5.243,387;5.270,418;36.299.015.054,67;689.891
WDOFUT;11/10/2023;09:00:00;5.258,462;5.268,858;5.244,427;5.245,987;42.685.452.263,02;811.989
WDOFUT;10/10/2023;17:00:00;5.272,497;5.274,057;5.263,660;5.271,977;9.190.967.673,58;174.463
WDOFUT;10/10/2023;16:00:00;5.281,854;5.283,413;5.270,938;5.271,977;11.591.635.840,91;219.671
WDOFUT;10/10/2023;15:00:00;5.290,691;5.292,250;5.277,175;5.282,374;12.034.437.450,97;227.729
WDOFUT;10/10/2023;14:00:00;5.289,651;5.296,929;5.284,973;5.290,691;15.065.837.641,38;284.755
WDOFUT;10/10/2023;13:00:00;5.284,453;5.293,290;5.282,893;5.289,651;11.602.457.621,82;219.358
WDOFUT;10/10/2023;12:00:00;5.294,329;5.297,968;5.279,775;5.284,973;21.657.748.315,73;409.649
